group,estimator,sample_size,confounder_number,or_exposure,or_interaction,p_exposure_mean,oracle_mean,bias_mean,MSE,coverage_prob
1,gComp_ate,5000,15,1.29,1.05,0.4143377096592528,0.023794447093549245,-2.901844124115499e-4,1.1060872106323787e-4,0.953
1,gComp_cate_m0,5000,15,1.29,1.05,0.4143377096592528,0.024690856237170194,-2.3441638288922663e-4,2.2447326319893093e-4,0.953
1,gComp_cate_m1,5000,15,1.29,1.05,0.4143377096592528,0.02507420157131509,1.9485411450731203e-4,2.1209330172655333e-4,0.947
1,causal_forest_ate,5000,15,1.29,1.05,0.4143377096592528,0.023794447093549245,0.06886090425615161,0.00487959710476937,0
1,causal_forest_cate_m0,5000,15,1.29,1.05,0.4143377096592528,0.024690856237170194,0.0362427699821919,0.0014548405897206705,0.09
1,causal_forest_cate_m1,5000,15,1.29,1.05,0.4143377096592528,0.02507420157131509,0.11242362181769079,0.013104868229452723,0
1,causal_forest_SL_ate,5000,15,1.29,1.05,0.4143377096592528,0.023794447093549245,-0.02357772945220197,5.719550156346825e-4,0.432
1,causal_forest_SL_cate_m0,5000,15,1.29,1.05,0.4143377096592528,0.024690856237170194,-0.022711104311841337,5.969571576836129e-4,0.427
1,causal_forest_SL_cate_m1,5000,15,1.29,1.05,0.4143377096592528,0.02507420157131509,-0.02734904169151478,9.704695904458834e-4,0.833
1,DRLearner_ate,5000,15,1.29,1.05,0.4143377096592528,0.023794447093549245,2.4296842200281234e-4,1.2496296966050532e-4,0.951
1,DRLearner_cate_m0,5000,15,1.29,1.05,0.4143377096592528,0.024690856237170194,-0.008766999045784964,1.9285138270882032e-4,0.859
1,DRLearner_cate_m1,5000,15,1.29,1.05,0.4143377096592528,0.02507420157131509,0.01043121992570701,6.130918409691278e-4,0.932
2,gComp_ate,5000,15,1.29,1.29,0.4143377096592528,0.01065076117448615,-0.0010215873023497679,1.1072549437101893e-4,0.954
2,gComp_cate_m0,5000,15,1.29,1.29,0.4143377096592528,0.02501199805005802,-2.4144502126575155e-4,2.2006895252395134e-4,0.95
2,gComp_cate_m1,5000,15,1.29,1.29,0.4143377096592528,-1.4609374813213623e-17,5.779412159623337e-4,2.096588377060174e-4,0.949
2,causal_forest_ate,5000,15,1.29,1.29,0.4143377096592528,0.01065076117448615,0.06999559202349638,0.005038570479285921,0
2,causal_forest_cate_m0,5000,15,1.29,1.29,0.4143377096592528,0.02501199805005802,0.038243391218647664,0.0016017935257720069,0.073
2,causal_forest_cate_m1,5000,15,1.29,1.29,0.4143377096592528,-1.4609374813213623e-17,0.10523282115664195,0.011540444689542389,0
2,causal_forest_SL_ate,5000,15,1.29,1.29,0.4143377096592528,0.01065076117448615,-0.010955377196766564,1.3514658636054307e-4,0.97
2,causal_forest_SL_cate_m0,5000,15,1.29,1.29,0.4143377096592528,0.02501199805005802,-0.0147917838884407,3.0021907178385144e-4,0.753
2,causal_forest_SL_cate_m1,5000,15,1.29,1.29,0.4143377096592528,-1.4609374813213623e-17,-0.015181929127784327,4.4782807468779083e-4,0.964
2,DRLearner_ate,5000,15,1.29,1.29,0.4143377096592528,0.01065076117448615,-4.637479887762536e-4,1.2421619520523104e-4,0.95
2,DRLearner_cate_m0,5000,15,1.29,1.29,0.4143377096592528,0.02501199805005802,-0.008466399631130184,1.8716388417021646e-4,0.872
2,DRLearner_cate_m1,5000,15,1.29,1.29,0.4143377096592528,-1.4609374813213623e-17,0.0012002977177928186,5.045945890297746e-4,0.937
3,gComp_ate,5000,15,1.29,1.6,0.4143377096592528,-0.0028889319204064116,-0.001426027349647824,1.1245507643423593e-4,0.939
3,gComp_cate_m0,5000,15,1.29,1.6,0.4143377096592528,0.025281122857388944,-4.886488833168363e-4,2.260388318655772e-4,0.948
3,gComp_cate_m1,5000,15,1.29,1.6,0.4143377096592528,-0.024723806299473454,0.0010983275386531716,1.9891097082891414e-4,0.95
3,causal_forest_ate,5000,15,1.29,1.6,0.4143377096592528,-0.0028889319204064116,0.07126398784374252,0.0052199232122876705,0
3,causal_forest_cate_m0,5000,15,1.29,1.6,0.4143377096592528,0.025281122857388944,0.03988992007110357,0.0017338810270081614,0.06
3,causal_forest_cate_m1,5000,15,1.29,1.6,0.4143377096592528,-0.024723806299473454,0.09763374137318384,0.00998350558719012,0.004
3,causal_forest_SL_ate,5000,15,1.29,1.6,0.4143377096592528,-0.0028889319204064116,0.002052493323524518,1.8871354023403098e-5,1
3,causal_forest_SL_cate_m0,5000,15,1.29,1.6,0.4143377096592528,0.025281122857388944,-0.006461553530571271,1.2356685855165333e-4,0.948
3,causal_forest_SL_cate_m1,5000,15,1.29,1.6,0.4143377096592528,-0.024723806299473454,-0.003892645400541173,2.149960839654341e-4,0.996
3,DRLearner_ate,5000,15,1.29,1.6,0.4143377096592528,-0.0028889319204064116,-8.451275013177184e-4,1.2317253472436419e-4,0.941
3,DRLearner_cate_m0,5000,15,1.29,1.6,0.4143377096592528,0.025281122857388944,-0.00827158632515599,1.879677122506886e-4,0.871
3,DRLearner_cate_m1,5000,15,1.29,1.6,0.4143377096592528,-0.024723806299473454,-0.008326413914606336,5.332769232670577e-4,0.915
4,gComp_ate,5000,15,1,0.815,0.4143377096592528,0.012984270046789818,0.0012349827695693912,1.110806877164076e-4,0.952
4,gComp_cate_m0,5000,15,1,0.815,0.4143377096592528,0,-1.878239185137443e-4,2.181850849692466e-4,0.947
4,gComp_cate_m1,5000,15,1,0.815,0.4143377096592528,0.025353203876206657,-8.718061571953175e-5,2.2316415874455565e-4,0.947
4,causal_forest_ate,5000,15,1,0.815,0.4143377096592528,0.012984270046789818,0.0680694567281021,0.004768027071290494,0
4,causal_forest_cate_m0,5000,15,1,0.815,0.4143377096592528,0,0.04125904480378078,0.0018368756342849147,0.036
4,causal_forest_cate_m1,5000,15,1,0.815,0.4143377096592528,0.025353203876206657,0.11195287897744871,0.013008362659384511,0
4,causal_forest_SL_ate,5000,15,1,0.815,0.4143377096592528,0.012984270046789818,-0.01294487860998309,1.8366459940092377e-4,0.938
4,causal_forest_SL_cate_m0,5000,15,1,0.815,0.4143377096592528,0,-0.008389777602987864,1.476773809951824e-4,0.907
4,causal_forest_SL_cate_m1,5000,15,1,0.815,0.4143377096592528,0.025353203876206657,-0.013399973226421504,3.9878132949452847e-4,0.977
