group,estimator,sample_size,confounder_number,or_exposure,or_interaction,p_exposure_mean,truth,bias_mean,MSE,coverage_prob
1,oracle_ate,500,5,1.31,1.08,0.39527025860599585,0.0247166334670612,5.383770068418316e-6,4.6394872133358104e-7,NA
1,oracle_cate_m0,500,5,1.31,1.08,0.39527025860599585,0.02457103749644908,3.1593559948745467e-6,5.862181881397445e-7,NA
1,oracle_cate_m1,500,5,1.31,1.08,0.39527025860599585,0.0252341345228668,6.230403850968593e-6,3.6507704340803436e-7,NA
1,gComp_ate,500,5,1.31,1.08,0.39527025860599585,0.0247166334670612,-7.477341789745946e-4,9.952468198489118e-4,0.95
1,gComp_cate_m0,500,5,1.31,1.08,0.39527025860599585,0.02457103749644908,-8.856812857168668e-4,0.0015508252966502309,0.958
1,gComp_cate_m1,500,5,1.31,1.08,0.39527025860599585,0.0252341345228668,7.497152687278446e-4,0.0025071981811001925,0.946
1,causal_forest_ate,500,5,1.31,1.08,0.39527025860599585,0.0247166334670612,0.01725331373233334,0.0013828161479077937,0.876
1,causal_forest_cate_m0,500,5,1.31,1.08,0.39527025860599585,0.02457103749644908,0.00581210937567067,0.0012193215300883725,0.958
1,causal_forest_cate_m1,500,5,1.31,1.08,0.39527025860599585,0.0252341345228668,0.03467956833599422,0.005430191544027477,0.902
1,causal_forest_SL_ate,500,5,1.31,1.08,0.39527025860599585,0.0247166334670612,-0.021829189060824768,5.381965052394642e-4,0.998
1,causal_forest_SL_cate_m0,500,5,1.31,1.08,0.39527025860599585,0.02457103749644908,-0.019809627319474908,0.0011397737960957513,0.943
1,causal_forest_SL_cate_m1,500,5,1.31,1.08,0.39527025860599585,0.0252341345228668,-0.02497500161073823,0.002414300306273986,0.99
1,DRLearner_ate,500,5,1.31,1.08,0.39527025860599585,0.0247166334670612,4.5855758611195195e-4,0.0010145536020383394,0.956
1,DRLearner_cate_m0,500,5,1.31,1.08,0.39527025860599585,0.02457103749644908,-0.004849714588783922,0.0011196356652755375,0.956
1,DRLearner_cate_m1,500,5,1.31,1.08,0.39527025860599585,0.0252341345228668,0.008526706958116154,0.0043237360070516205,0.943
