group,estimator,sample_size,confounder_number,or_exposure,or_interaction,p_exposure_mean,oracle_mean,bias_mean,MSE,coverage_prob
1,gComp_ate,10000,5,1.31,1.08,0.3952489818963304,0.024718428082629525,-1.9824601296094787e-4,5.378279422887217e-5,0.936
1,gComp_cate_m0,10000,5,1.31,1.08,0.3952489818963304,0.024572808400766,2.960238289703683e-5,8.897198728940942e-5,0.939
1,gComp_cate_m1,10000,5,1.31,1.08,0.3952489818963304,0.025236166325104708,7.365881482079386e-4,1.1467570543907683e-4,0.942
1,causal_forest_ate,10000,5,1.31,1.08,0.3952489818963304,0.024718428082629525,0.006926092558817441,1.0496780673829295e-4,0.783
1,causal_forest_cate_m0,10000,5,1.31,1.08,0.3952489818963304,0.024572808400766,-2.8858521982150876e-4,6.339505435141155e-5,0.939
1,causal_forest_cate_m1,10000,5,1.31,1.08,0.3952489818963304,0.025236166325104708,0.017675537335991868,5.011103592554236e-4,0.752
1,causal_forest_SL_ate,10000,5,1.31,1.08,0.3952489818963304,0.024718428082629525,-0.024446199431607286,5.992786822709466e-4,0.013
1,causal_forest_SL_cate_m0,10000,5,1.31,1.08,0.3952489818963304,0.024572808400766,-0.021280670354074094,4.870629943496256e-4,0.149
1,causal_forest_SL_cate_m1,10000,5,1.31,1.08,0.3952489818963304,0.025236166325104708,-0.02959183840225741,9.553982183963973e-4,0.398
1,DRLearner_ate,10000,5,1.31,1.08,0.3952489818963304,0.024718428082629525,-6.356835363884336e-5,5.535457392952201e-5,0.936
1,DRLearner_cate_m0,10000,5,1.31,1.08,0.3952489818963304,0.024572808400766,-0.005021896084651261,8.721834519990652e-5,0.879
1,DRLearner_cate_m1,10000,5,1.31,1.08,0.3952489818963304,0.025236166325104708,0.007228476148956862,2.4215562971351647e-4,0.918
2,gComp_ate,10000,5,1.31,1.31,0.3952489818963304,0.013953456133862124,-0.0016488117966311337,5.592960529776033e-5,0.935
2,gComp_cate_m0,10000,5,1.31,1.31,0.3952489818963304,0.02523884527299621,-1.4195619359464088e-4,9.004736443802097e-5,0.941
2,gComp_cate_m1,10000,5,1.31,1.31,0.3952489818963304,0,7.209231274937994e-4,1.1222579984842857e-4,0.941
2,causal_forest_ate,10000,5,1.31,1.31,0.3952489818963304,0.013953456133862124,0.005518997390530886,8.782366292775956e-5,0.823
2,causal_forest_cate_m0,10000,5,1.31,1.31,0.3952489818963304,0.02523884527299621,-4.4629423740556024e-4,6.458530079296795e-5,0.929
2,causal_forest_cate_m1,10000,5,1.31,1.31,0.3952489818963304,0,0.011319397864681668,3.198466577549249e-4,0.873
2,causal_forest_SL_ate,10000,5,1.31,1.31,0.3952489818963304,0.013953456133862124,-0.013749931378576418,1.908216792975078e-4,0.612
2,causal_forest_SL_cate_m0,10000,5,1.31,1.31,0.3952489818963304,0.02523884527299621,-0.013612945038084742,2.2040447578925757e-4,0.567
2,causal_forest_SL_cate_m1,10000,5,1.31,1.31,0.3952489818963304,0,-0.017295664258213845,3.8062752952350336e-4,0.841
2,DRLearner_ate,10000,5,1.31,1.31,0.3952489818963304,0.013953456133862124,-0.0015254936819554432,5.729608268862447e-5,0.935
2,DRLearner_cate_m0,10000,5,1.31,1.31,0.3952489818963304,0.02523884527299621,-0.005222810764311413,8.967854128189928e-5,0.883
2,DRLearner_cate_m1,10000,5,1.31,1.31,0.3952489818963304,0,7.992392653324052e-4,1.9189353762272043e-4,0.948
3,gComp_ate,10000,5,1.31,1.61,0.3952489818963304,0.0024781678595894533,-0.0025455770807798306,5.847913120411315e-5,0.926
3,gComp_cate_m0,10000,5,1.31,1.61,0.3952489818963304,0.025923909067613233,-2.759997891526091e-4,9.266882943547801e-5,0.943
3,gComp_cate_m1,10000,5,1.31,1.61,0.3952489818963304,-0.025261606050996543,8.322357635943105e-4,1.033996171039299e-4,0.945
3,causal_forest_ate,10000,5,1.31,1.61,0.3952489818963304,0.0024781678595894533,0.004660748539590487,7.823228132045973e-5,0.852
