group,estimator,sample_size,confounder_number,or_exposure,or_interaction,p_exposure_mean,truth,bias_mean,MSE,coverage_prob
1,oracle_ate,2000,5,1.31,1.08,0.39515649479738946,0.0248331082646694,-4.863760730546691e-6,1.2446207177884143e-7,NA
1,oracle_cate_m0,2000,5,1.31,1.08,0.39515649479738946,0.02457103749644908,-5.2109368124941926e-6,1.4875889142776095e-7,NA
1,oracle_cate_m1,2000,5,1.31,1.08,0.39515649479738946,0.0252341345228668,-3.3260764287680703e-6,9.215683415253743e-8,NA
1,gComp_ate,2000,5,1.31,1.08,0.39515649479738946,0.0248331082646694,-0.0012125342420134743,2.644089371179761e-4,0.953
1,gComp_cate_m0,2000,5,1.31,1.08,0.39515649479738946,0.02457103749644908,-8.772702340578039e-5,4.026157028229026e-4,0.951
1,gComp_cate_m1,2000,5,1.31,1.08,0.39515649479738946,0.0252341345228668,-9.872458098048739e-4,6.284121652592647e-4,0.947
1,causal_forest_ate,2000,5,1.31,1.08,0.39515649479738946,0.0248331082646694,-0.02425528058902684,5.98803971970427e-4,0.865
1,causal_forest_cate_m0,2000,5,1.31,1.08,0.39515649479738946,0.02457103749644908,-0.020468324092429113,5.986870586725436e-4,0.819
1,causal_forest_cate_m1,2000,5,1.31,1.08,0.39515649479738946,0.0252341345228668,-0.03004298295789651,0.0013127919314703885,0.929
1,DRLearner_ate,2000,5,1.31,1.08,0.39515649479738946,0.0248331082646694,-0.0011183050259521217,2.7442149619166177e-4,0.949
1,DRLearner_cate_m0,2000,5,1.31,1.08,0.39515649479738946,0.02457103749644908,-0.004991881364857736,3.0855029102776227e-4,0.93
1,DRLearner_cate_m1,2000,5,1.31,1.08,0.39515649479738946,0.0252341345228668,0.004821650518165481,0.0010776400034209113,0.943
2,oracle_ate,2000,5,1.31,1.31,0.39515649479738946,0.01526281202406302,-3.0709480954078576e-6,1.8784670463992462e-8,NA
2,oracle_cate_m0,2000,5,1.31,1.31,0.39515649479738946,0.02523706381078659,-5.104437849617391e-6,1.5774236210366974e-7,NA
2,oracle_cate_m1,2000,5,1.31,1.31,0.39515649479738946,0,0,0,NA
2,gComp_ate,2000,5,1.31,1.31,0.39515649479738946,0.01526281202406302,-0.00356004121104424,2.831384923452298e-4,0.941
2,gComp_cate_m0,2000,5,1.31,1.31,0.39515649479738946,0.02523706381078659,-1.7145374687279412e-4,4.185381427490088e-4,0.946
2,gComp_cate_m1,2000,5,1.31,1.31,0.39515649479738946,0,-4.7200011248102437e-4,6.069084374782297e-4,0.935
2,causal_forest_ate,2000,5,1.31,1.31,0.39515649479738946,0.01526281202406302,-0.015146089823087733,2.405192628224989e-4,0.992
2,causal_forest_cate_m0,2000,5,1.31,1.31,0.39515649479738946,0.02523706381078659,-0.013180131581093574,3.5107767142703435e-4,0.927
2,causal_forest_cate_m1,2000,5,1.31,1.31,0.39515649479738946,0,-0.018164107205774688,7.331416466301774e-4,0.98
2,DRLearner_ate,2000,5,1.31,1.31,0.39515649479738946,0.01526281202406302,-0.003411607752673381,2.9439861988794915e-4,0.939
2,DRLearner_cate_m0,2000,5,1.31,1.31,0.39515649479738946,0.02523706381078659,-0.005075599390475776,3.1695336379580834e-4,0.924
2,DRLearner_cate_m1,2000,5,1.31,1.31,0.39515649479738946,0,-8.679543852346956e-4,0.0010435188499420748,0.943
3,oracle_ate,2000,5,1.31,1.61,0.39515649479738946,0.00569391313526248,-1.2921167830606781e-6,1.1637335411836243e-8,NA
3,oracle_cate_m0,2000,5,1.31,1.61,0.39515649479738946,0.02592213099607912,-4.9576618755012985e-6,1.6662128039888714e-7,NA
3,oracle_cate_m1,2000,5,1.31,1.61,0.39515649479738946,-0.02525973565896512,3.485449320410984e-6,1.088156033260376e-7,NA
3,gComp_ate,2000,5,1.31,1.61,0.39515649479738946,0.00569391313526248,-0.006239831953936499,3.034579816177075e-4,0.914
3,gComp_cate_m0,2000,5,1.31,1.61,0.39515649479738946,0.02592213099607912,-3.2643392771680577e-4,4.261219018821413e-4,0.954
3,gComp_cate_m1,2000,5,1.31,1.61,0.39515649479738946,-0.02525973565896512,-9.981198855146405e-5,5.599600291683636e-4,0.939
3,causal_forest_ate,2000,5,1.31,1.61,0.39515649479738946,0.00569391313526248,-0.006058273935858518,4.770407854899671e-5,1
