group,estimator,sample_size,confounder_number,or_exposure,or_interaction,p_exposure_mean,truth,bias_mean,MSE,coverage_prob
1,oracle_ate,10000,15,1.29,1.05,0.4142663402477406,0.02485404594342995,-1.3111511806351395e-5,3.660636755815125e-8,NA
1,oracle_cate_m0,10000,15,1.29,1.05,0.4142663402477406,0.02469639698867383,-1.5368727551016174e-5,4.420866382102008e-8,NA
1,oracle_cate_m1,10000,15,1.29,1.05,0.4142663402477406,0.02507675094539085,-9.36408366266963e-6,2.8756949649147913e-8,NA
1,gComp_ate,10000,15,1.29,1.05,0.4142663402477406,0.02485404594342995,-0.001967665667060775,5.9500924339677814e-5,0.936
1,gComp_cate_m0,10000,15,1.29,1.05,0.4142663402477406,0.02469639698867383,-6.91788822222371e-4,1.1709433123834544e-4,0.943
1,gComp_cate_m1,10000,15,1.29,1.05,0.4142663402477406,0.02507675094539085,-5.921519624968501e-4,1.0421061306821232e-4,0.955
1,causal_forest_ate,10000,15,1.29,1.05,0.4142663402477406,0.02485404594342995,-0.024907226533033674,6.282331788818328e-4,0.054
1,causal_forest_cate_m0,10000,15,1.29,1.05,0.4142663402477406,0.02469639698867383,-0.02242872378476346,5.419985245976441e-4,0.142
1,causal_forest_cate_m1,10000,15,1.29,1.05,0.4142663402477406,0.02507675094539085,-0.028418341146142365,9.113682780048762e-4,0.557
1,DRLearner_ate,10000,15,1.29,1.05,0.4142663402477406,0.02485404594342995,-0.0015747173787517188,6.695310872839038e-5,0.94
1,DRLearner_cate_m0,10000,15,1.29,1.05,0.4142663402477406,0.02469639698867383,-0.008768222725377946,1.3703453925266803e-4,0.783
1,DRLearner_cate_m1,10000,15,1.29,1.05,0.4142663402477406,0.02507675094539085,0.00858051733863403,3.126919856706074e-4,0.916
2,oracle_ate,10000,15,1.29,1.29,0.4142663402477406,0.0146479070730131,-3.988732838503538e-6,4.358347306022464e-9,NA
2,oracle_cate_m0,10000,15,1.29,1.29,0.4142663402477406,0.02501690291546308,-1.4996199596012405e-5,4.48536284145058e-8,NA
2,oracle_cate_m1,10000,15,1.29,1.29,0.4142663402477406,-1.4688767934048278e-17,7.471439365832267e-20,5.958486110044737e-38,NA
2,gComp_ate,10000,15,1.29,1.29,0.4142663402477406,0.0146479070730131,-0.005801774788764656,8.896692564359708e-5,0.866
2,gComp_cate_m0,10000,15,1.29,1.29,0.4142663402477406,0.02501690291546308,-0.0011360130423439998,1.1728421617578838e-4,0.949
2,gComp_cate_m1,10000,15,1.29,1.29,0.4142663402477406,-1.4688767934048278e-17,-1.8648399401570849e-4,1.0036296997519439e-4,0.949
2,causal_forest_ate,10000,15,1.29,1.29,0.4142663402477406,0.0146479070730131,-0.015069277806996158,0.00023454517099638089,0.566
2,causal_forest_cate_m0,10000,15,1.29,1.29,0.4142663402477406,0.02501690291546308,-0.014610840212852515,0.00025313452709588194,0.517
2,causal_forest_cate_m1,10000,15,1.29,1.29,0.4142663402477406,-1.4688767934048278e-17,-0.015731964903663197,3.4862892953716607e-4,0.901
2,DRLearner_ate,10000,15,1.29,1.29,0.4142663402477406,0.0146479070730131,-0.005472664438901923,9.396945698747184e-5,0.875
2,DRLearner_cate_m0,10000,15,1.29,1.29,0.4142663402477406,0.02501690291546308,-0.008825357344413953,1.3910031762590433e-4,0.781
2,DRLearner_cate_m1,10000,15,1.29,1.29,0.4142663402477406,-1.4688767934048278e-17,-7.502575104886965e-4,2.3489189700234644e-4,0.941
3,oracle_ate,10000,15,1.29,1.6,0.4142663402477406,0.00455645961892028,5.474195127651654e-6,8.450059431877751e-9,NA
3,oracle_cate_m0,10000,15,1.29,1.6,0.4142663402477406,0.02528549206232237,-1.4624919467875496e-5,4.5318484651497295e-8,NA
3,oracle_cate_m1,10000,15,1.29,1.6,0.4142663402477406,-0.02472669812923489,1.0429678054924702e-5,3.1971553393308847e-8,NA
3,gComp_ate,10000,15,1.29,1.6,0.4142663402477406,0.00455645961892028,-0.009702023405244708,1.4728060657324043e-4,0.726
3,gComp_cate_m0,10000,15,1.29,1.6,0.4142663402477406,0.02528549206232237,-0.0014816561659742385,1.1757238022116969e-4,0.949
3,gComp_cate_m1,10000,15,1.29,1.6,0.4142663402477406,-0.02472669812923489,3.369950275026993e-4,9.264758994580958e-5,0.955
3,causal_forest_ate,10000,15,1.29,1.6,0.4142663402477406,0.00455645961892028,-0.00544335539082753,3.633741053147689e-5,0.99
3,causal_forest_cate_m0,10000,15,1.29,1.6,0.4142663402477406,0.02528549206232237,-0.006334377576314454,8.027773483538668e-5,0.905
3,causal_forest_cate_m1,10000,15,1.29,1.6,0.4142663402477406,-0.02472669812923489,-0.004200168340614241,1.1397057898061612e-4,0.994
3,DRLearner_ate,10000,15,1.29,1.6,0.4142663402477406,0.00455645961892028,-0.009405924263342753,1.480594172594593e-4,0.747
3,DRLearner_cate_m0,10000,15,1.29,1.6,0.4142663402477406,0.02528549206232237,-0.008813674695297914,1.4043709399229155e-4,0.782
3,DRLearner_cate_m1,10000,15,1.29,1.6,0.4142663402477406,-0.02472669812923489,-0.01025593287532967,3.1631456029011936e-4,0.892
4,oracle_ate,10000,15,1,0.815,0.4142663402477406,0.01050944540148548,-8.789875272813165e-6,1.8109463259978478e-8,NA
4,oracle_cate_m0,10000,15,1,0.815,0.4142663402477406,0,0,0,NA
4,oracle_cate_m1,10000,15,1,0.815,0.4142663402477406,0.02535576050941895,-9.105207354429857e-6,2.8506242799878535e-8,NA
4,gComp_ate,10000,15,1,0.815,0.4142663402477406,0.01050944540148548,0.0032655933932528723,6.382020540765074e-5,0.926
4,gComp_cate_m0,10000,15,1,0.815,0.4142663402477406,0,-2.7337071778550263e-4,0.00011468997310452471,0.953
4,gComp_cate_m1,10000,15,1,0.815,0.4142663402477406,0.02535576050941895,-8.258156304684041e-4,1.0488384354531882e-4,0.95
4,causal_forest_ate,10000,15,1,0.815,0.4142663402477406,0.01050944540148548,-0.010624135396500055,1.2062550329255535e-4,0.878
4,causal_forest_cate_m0,10000,15,1,0.815,0.4142663402477406,0,-0.007907333801941531,1.0101277986744887e-4,0.833
4,causal_forest_cate_m1,10000,15,1,0.815,0.4142663402477406,0.02535576050941895,-0.014464810028869513,3.114327578733671e-4,0.922
