group,estimator,sample_size,confounder_number,or_exposure,or_interaction,p_exposure_mean,truth,bias_mean,MSE,coverage_prob
1,oracle_ate,1000,5,1.31,1.08,0.39526801952588164,0.0248331082646694,5.058032941093134e-6,2.3101021477208854e-7,NA
1,oracle_cate_m0,1000,5,1.31,1.08,0.39526801952588164,0.02457103749644908,6.796124731853596e-6,2.759987006040404e-7,NA
1,oracle_cate_m1,1000,5,1.31,1.08,0.39526801952588164,0.0252341345228668,3.983159073390194e-6,1.7191394186033423e-7,NA
1,gComp_ate,1000,5,1.31,1.08,0.39526801952588164,0.0248331082646694,-7.722367168138622e-4,5.035592465537038e-4,0.949
1,gComp_cate_m0,1000,5,1.31,1.08,0.39526801952588164,0.02457103749644908,-0.001470925774784665,8.146421585289178e-4,0.95
1,gComp_cate_m1,1000,5,1.31,1.08,0.39526801952588164,0.0252341345228668,0.0013094574044697277,0.0012098423709869513,0.942
1,causal_forest_ate,1000,5,1.31,1.08,0.39526801952588164,0.0248331082646694,-0.023850353138503557,5.977513414720568e-4,0.98
1,causal_forest_cate_m0,1000,5,1.31,1.08,0.39526801952588164,0.02457103749644908,-0.02157458551783689,8.211831419170567e-4,0.899
1,causal_forest_cate_m1,1000,5,1.31,1.08,0.39526801952588164,0.0252341345228668,-0.027271506413062353,0.0015643155566531317,0.981
1,DRLearner_ate,1000,5,1.31,1.08,0.39526801952588164,0.0248331082646694,-6.090196434698857e-4,5.208552989974576e-4,0.948
1,DRLearner_cate_m0,1000,5,1.31,1.08,0.39526801952588164,0.02457103749644908,-0.006093073269402593,6.012247405569247e-4,0.955
1,DRLearner_cate_m1,1000,5,1.31,1.08,0.39526801952588164,0.0252341345228668,0.007856156596710354,0.0020530117544621754,0.935
2,oracle_ate,1000,5,1.31,1.31,0.39526801952588164,0.01526281202406302,8.018230847735283e-8,3.496092237304063e-8,NA
2,oracle_cate_m0,1000,5,1.31,1.31,0.39526801952588164,0.02523706381078659,7.080719482498336e-6,2.929478593624288e-7,NA
2,oracle_cate_m1,1000,5,1.31,1.31,0.39526801952588164,0,0,0,NA
2,gComp_ate,1000,5,1.31,1.31,0.39526801952588164,0.01526281202406302,-0.0032253669802709893,5.226170817150709e-4,0.945
2,gComp_cate_m0,1000,5,1.31,1.31,0.39526801952588164,0.02523706381078659,-0.0016963923051794864,8.296696191012752e-4,0.95
2,gComp_cate_m1,1000,5,1.31,1.31,0.39526801952588164,0,0.0017492815863959328,0.0011584410910456847,0.949
2,causal_forest_ate,1000,5,1.31,1.31,0.39526801952588164,0.01526281202406302,-0.014998298712566463,2.537884253807131e-4,0.998
2,causal_forest_cate_m0,1000,5,1.31,1.31,0.39526801952588164,0.02523706381078659,-0.014490207711868555,5.613994235144165e-4,0.951
2,causal_forest_cate_m1,1000,5,1.31,1.31,0.39526801952588164,0,-0.015704295635320994,0.0010657272257697974,0.995
2,DRLearner_ate,1000,5,1.31,1.31,0.39526801952588164,0.01526281202406302,-0.003027706101589766,5.391544882593228e-4,0.945
2,DRLearner_cate_m0,1000,5,1.31,1.31,0.39526801952588164,0.02523706381078659,-0.006221726641477685,6.037362767269618e-4,0.951
2,DRLearner_cate_m1,1000,5,1.31,1.31,0.39526801952588164,0,0.0019536455900543087,0.00199259105141618,0.944
3,oracle_ate,1000,5,1.31,1.61,0.39526801952588164,0.00569391313526248,-5.461795547113197e-6,2.153119100588057e-8,NA
3,oracle_cate_m0,1000,5,1.31,1.61,0.39526801952588164,0.02592213099607912,7.342671393915913e-6,3.0985743942115883e-7,NA
3,oracle_cate_m1,1000,5,1.31,1.61,0.39526801952588164,-0.02525973565896512,-4.8768240178245525e-6,2.034010184284597e-7,NA
